prodcode,strength,substancestrength,routeofadministration,bnfheader,formulation,bnfchapter,drugsubstance,productname,route,class
19183,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (a a h pharmaceuticals ltd),oral,1
71852,20mg,,,,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (accord healthcare ltd),oral,1
45329,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (actavis uk ltd),oral,1
60962,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (alliance healthcare (distribution) ltd),oral,1
75799,20mg,,,,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (almus pharmaceuticals ltd),oral,1
67736,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (dr reddy's laboratories (uk) ltd),oral,1
45247,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (fannin uk ltd),oral,1
75688,20mg,,,,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (genesis pharmaceuticals ltd),oral,1
34202,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (genus pharmaceuticals ltd),oral,1
34294,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (ivax pharmaceuticals uk ltd),oral,1
69525,20mg,,,,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (medreich plc),oral,1
59358,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (milpharm ltd),oral,1
66744,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (morningside healthcare ltd),oral,1
34288,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (mylan),oral,1
42107,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (niche generics ltd),oral,1
62155,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (phoenix healthcare distribution ltd),oral,1
19470,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (ranbaxy (uk) ltd),oral,1
45224,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (sandoz ltd),oral,1
67769,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (strides shasun (uk) ltd),oral,1
34456,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (teva uk ltd),oral,1
34849,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (tillomed laboratories ltd),oral,1
67092,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (waymade healthcare plc),oral,1
45316,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (wockhardt uk ltd),oral,1
33410,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg capsules (zentiva),oral,1
60534,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,dispersible tablet,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg dispersible tablets sugar free,oral,1
60138,20mg,,,Selective Serotonin Re-uptake Inhibitors,orodispersible tablet,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg orodispersible tablets sugar free,oral,1
2548,4mg/1ml,4mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral solution,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg/5ml oral solution,oral,1
34216,4mg/1ml,4mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral solution,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg/5ml oral solution (a a h pharmaceuticals ltd),oral,1
42803,4mg/1ml,4mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral solution,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg/5ml oral solution (ivax pharmaceuticals uk ltd),oral,1
60619,4mg/1ml,4mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral solution,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg/5ml oral solution (kent pharmaceuticals ltd),oral,1
73414,4mg/1ml,,,,oral solution,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg/5ml oral solution (pinewood healthcare),oral,1
30258,4mg/1ml,4mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral solution,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg/5ml oral solution (teva uk ltd),oral,1
36893,4mg/1ml,4mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral solution,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg/5ml oral solution sugar free,oral,1
68266,4mg/1ml,4mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral solution,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg/5ml oral solution sugar free (actavis uk ltd),oral,1
69685,4mg/1ml,,,,oral solution,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 20mg/5ml oral solution sugar free (morningside healthcare ltd),oral,1
74886,400microgram/1ml,,,,oral solution,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 2mg/5ml oral solution,oral,1
67496,30mg,,,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 30mg capsules,oral,1
79590,30mg,,,,capsule,selective serotonin re-uptake inhibitors (ssri),fluoxetine hydrochloride,fluoxetine 30mg capsules (medreich plc),oral,1
67562,40mg,40mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 40mg capsules,oral,1
75068,40mg,,,,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 40mg capsules (alliance healthcare (distribution) ltd),oral,1
78889,40mg,,,,capsule,selective serotonin re-uptake inhibitors (ssri),fluoxetine hydrochloride,fluoxetine 40mg capsules (medreich plc),oral,1
4075,60mg,60mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 60mg capsules,oral,1
75247,60mg,,,,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 60mg capsules (advanz pharma),oral,1
67888,60mg,60mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 60mg capsules (kent pharmaceuticals ltd),oral,1
34856,60mg,60mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,fluoxetine 60mg capsules (mylan),oral,1
62335,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,dispersible tablet,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,olena 20mg dispersible tablets (amco),oral,1
14740,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,oxactin 20mg capsules (discovery pharmaceuticals),oral,1
67758,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,prozac 20mg capsules (de pharmaceuticals),oral,1
77381,20mg,,,,capsule,selective serotonin re-uptake inhibitors (ssri),fluoxetine hydrochloride,prozac 20mg capsules (dowelhurst ltd),oral,1
418,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,prozac 20mg capsules (eli lilly and company ltd),oral,1
48220,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,prozac 20mg capsules (lexon (uk) ltd),oral,1
61335,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,prozac 20mg capsules (mawdsley-brooks & company ltd),oral,1
69542,20mg,,,,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,prozac 20mg capsules (necessity supplies ltd),oral,1
57532,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,prozac 20mg capsules (waymade healthcare plc),oral,1
252,4mg/1ml,4mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral solution,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,prozac 20mg/5ml liquid (eli lilly and company ltd),oral,1
80702,4mg/1ml,,,,oral solution,selective serotonin re-uptake inhibitors (ssri),fluoxetine hydrochloride,prozac 20mg/5ml liquid (lexon (uk) ltd),oral,1
75943,4mg/1ml,,,,oral solution,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,prozac 20mg/5ml liquid (necessity supplies ltd),oral,1
4907,60mg,60mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,prozac 60mg capsules (eli lilly and company ltd),oral,1
37256,4mg/1ml,4mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral solution,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,prozep 20mg/5ml oral solution (chemidex pharma ltd),oral,1
33779,4mg/1ml,4mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral solution,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,prozit 20mg/5ml oral solution (pinewood healthcare),oral,1
29786,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,capsule,selective serotonin re-uptake inhibitors,fluoxetine hydrochloride,ranflutin 20mg capsules (ranbaxy (uk) ltd),oral,1
74785,10mg,,,,tablet,selective serotonin re-uptake inhibitors,escitalopram oxalate,cipralex 10mg tablets (de pharmaceuticals),oral,1
648,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,escitalopram oxalate,cipralex 10mg tablets (lundbeck ltd),oral,1
83378,10mg,,,,tablet,selective serotonin re-uptake inhibitors (ssri),escitalopram oxalate,cipralex 10mg tablets (necessity supplies ltd),oral,1
74858,10mg,,,,tablet,selective serotonin re-uptake inhibitors,escitalopram oxalate,cipralex 10mg tablets (waymade healthcare plc),oral,1
26056,10mg/1ml,10mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral drops,selective serotonin re-uptake inhibitors,escitalopram oxalate,cipralex 10mg/ml oral drops (lundbeck ltd),oral,1
80820,20mg,,,,tablet,selective serotonin re-uptake inhibitors (ssri),escitalopram oxalate,cipralex 20mg tablets (de pharmaceuticals),oral,1
6360,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,escitalopram oxalate,cipralex 20mg tablets (lundbeck ltd),oral,1
80821,20mg,,,,tablet,selective serotonin re-uptake inhibitors (ssri),escitalopram oxalate,cipralex 20mg tablets (mawdsley-brooks & company ltd),oral,1
41062,20mg/1ml,20mg/ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral drops,selective serotonin re-uptake inhibitors,escitalopram oxalate,cipralex 20mg/ml oral drops (lundbeck ltd),oral,1
785,5mg,5mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,escitalopram oxalate,cipralex 5mg tablets (lundbeck ltd),oral,1
603,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,escitalopram oxalate,escitalopram 10mg tablets,oral,1
81987,10mg,,,,tablet,selective serotonin re-uptake inhibitors (ssri),escitalopram oxalate,escitalopram 10mg tablets (accord healthcare ltd),oral,1
63916,10mg,10mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,escitalopram oxalate,escitalopram 10mg tablets (actavis uk ltd),oral,1
74993,10mg,,,,tablet,selective serotonin re-uptake inhibitors,escitalopram oxalate,escitalopram 10mg tablets (brown & burk uk ltd),oral,1
82346,10mg,,,,tablet,selective serotonin re-uptake inhibitors (ssri),escitalopram oxalate,escitalopram 10mg tablets (sigma pharmaceuticals plc),oral,1
20152,10mg/1ml,10mg/1ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral drops,selective serotonin re-uptake inhibitors,escitalopram oxalate,escitalopram 10mg/ml oral drops sugar free,oral,1
6218,20mg,20mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,escitalopram oxalate,escitalopram 20mg tablets,oral,1
80453,20mg,,,,tablet,selective serotonin re-uptake inhibitors (ssri),escitalopram oxalate,escitalopram 20mg tablets (a a h pharmaceuticals ltd),oral,1
72773,20mg,,,,tablet,selective serotonin re-uptake inhibitors,escitalopram oxalate,escitalopram 20mg tablets (teva uk ltd),oral,1
40726,20mg/1ml,20mg/ml,Oral,Selective Serotonin Re-uptake Inhibitors,oral drops,selective serotonin re-uptake inhibitors,escitalopram oxalate,escitalopram 20mg/ml oral drops sugar free,oral,1
6405,5mg,5mg,Oral,Selective Serotonin Re-uptake Inhibitors,tablet,selective serotonin re-uptake inhibitors,escitalopram oxalate,escitalopram 5mg tablets,oral,1
13151,30mg,30mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,cymbalta 30mg gastro-resistant capsules (eli lilly and company ltd),oral,2
82572,30mg,,,,gastro-resistant capsule,other antidepressants/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,cymbalta 30mg gastro-resistant capsules (waymade healthcare plc),oral,2
14849,60mg,60mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,cymbalta 60mg gastro-resistant capsules (eli lilly and company ltd),oral,2
63216,60mg,60mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,cymbalta 60mg gastro-resistant capsules (mawdsley-brooks & company ltd),oral,2
82860,60mg,,,,gastro-resistant capsule,other antidepressants/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,cymbalta 60mg gastro-resistant capsules (necessity supplies ltd),oral,2
73298,30mg,,,,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,depalta 30mg gastro-resistant capsules (disposable medical equipment ltd),oral,2
73540,60mg,,,,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,depalta 60mg gastro-resistant capsules (disposable medical equipment ltd),oral,2
82903,30mg,,,,gastro-resistant capsule,other antidepressants/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duciltia 30mg gastro-resistant capsules (aristo pharma ltd),oral,2
74190,60mg,,,,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duciltia 60mg gastro-resistant capsules (aristo pharma ltd),oral,2
7153,20mg,,,,gastro-resistant capsule,urinary incontinence,duloxetine hydrochloride,duloxetine 20mg gastro-resistant capsules,oral,2
70063,20mg,,,,gastro-resistant capsule,urinary incontinence,duloxetine hydrochloride,duloxetine 20mg gastro-resistant capsules (a a h pharmaceuticals ltd),oral,2
67564,20mg,,,,gastro-resistant capsule,urinary incontinence,duloxetine hydrochloride,duloxetine 20mg gastro-resistant capsules (actavis uk ltd),oral,2
65165,20mg,,,,gastro-resistant capsule,urinary incontinence,duloxetine hydrochloride,duloxetine 20mg gastro-resistant capsules (de pharmaceuticals),oral,2
82340,20mg,,,,gastro-resistant capsule,urinary incontinence,duloxetine hydrochloride,duloxetine 20mg gastro-resistant capsules (waymade healthcare plc),oral,2
71669,20mg,,,,gastro-resistant capsule,urinary incontinence,duloxetine hydrochloride,duloxetine 20mg gastro-resistant capsules (zentiva),oral,2
7122,30mg,30mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 30mg gastro-resistant capsules,oral,2
65618,30mg,30mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 30mg gastro-resistant capsules (a a h pharmaceuticals ltd),oral,2
65809,30mg,30mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 30mg gastro-resistant capsules (actavis uk ltd),oral,2
70728,30mg,,,,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 30mg gastro-resistant capsules (alliance healthcare (distribution) ltd),oral,2
80840,30mg,,,,gastro-resistant capsule,other antidepressants/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 30mg gastro-resistant capsules (consilient health ltd),oral,2
74907,30mg,,,,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 30mg gastro-resistant capsules (creo pharma ltd),oral,2
66412,30mg,30mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 30mg gastro-resistant capsules (de pharmaceuticals),oral,2
79628,30mg,,,,gastro-resistant capsule,other antidepressants/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 30mg gastro-resistant capsules (dr reddy's laboratories (uk) ltd),oral,2
63370,30mg,30mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 30mg gastro-resistant capsules (mawdsley-brooks & company ltd),oral,2
62688,30mg,30mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 30mg gastro-resistant capsules (sigma pharmaceuticals plc),oral,2
70405,30mg,,,,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 30mg gastro-resistant capsules (teva uk ltd),oral,2
82035,30mg,,,,gastro-resistant capsule,other antidepressants/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 30mg gastro-resistant capsules (wockhardt uk ltd),oral,2
81423,30mg,,,,gastro-resistant capsule,other antidepressants/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 30mg gastro-resistant capsules (zentiva),oral,2
76857,6mg/1ml,,,,oral suspension,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 30mg/5ml oral suspension,oral,2
7147,40mg,,,,gastro-resistant capsule,urinary incontinence,duloxetine hydrochloride,duloxetine 40mg gastro-resistant capsules,oral,2
79768,40mg,,,,gastro-resistant capsule,urinary incontinence,duloxetine hydrochloride,duloxetine 40mg gastro-resistant capsules (actavis uk ltd),oral,2
82430,40mg,,,,gastro-resistant capsule,urinary incontinence,duloxetine hydrochloride,duloxetine 40mg gastro-resistant capsules (waymade healthcare plc),oral,2
6895,60mg,60mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 60mg gastro-resistant capsules,oral,2
63763,60mg,60mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy/Urinary Incontinence,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 60mg gastro-resistant capsules (a a h pharmaceuticals ltd),oral,2
65888,60mg,60mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy/Urinary Incontinence,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 60mg gastro-resistant capsules (actavis uk ltd),oral,2
69428,60mg,,,,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 60mg gastro-resistant capsules (alliance healthcare (distribution) ltd),oral,2
73868,60mg,,,,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 60mg gastro-resistant capsules (aspire pharma ltd),oral,2
69965,60mg,,,,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 60mg gastro-resistant capsules (consilient health ltd),oral,2
69752,60mg,,,,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 60mg gastro-resistant capsules (creo pharma ltd),oral,2
66405,60mg,60mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy/Urinary Incontinence,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 60mg gastro-resistant capsules (de pharmaceuticals),oral,2
72211,60mg,,,,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 60mg gastro-resistant capsules (dr reddy's laboratories (uk) ltd),oral,2
65892,60mg,60mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy/Urinary Incontinence,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy/urinary incontinence,duloxetine hydrochloride,duloxetine 60mg gastro-resistant capsules (mawdsley-brooks & company ltd),oral,2
51383,60mg,60mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 60mg gastro-resistant capsules (sigma pharmaceuticals plc),oral,2
64442,60mg,60mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy/Urinary Incontinence,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 60mg gastro-resistant capsules (teva uk ltd),oral,2
78777,60mg,,,,gastro-resistant capsule,other antidepressants/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 60mg gastro-resistant capsules (waymade healthcare plc),oral,2
68096,60mg,60mg,Oral,Other Antidepressant Drugs/Treatment Of Diabetic Nephropathy And Neuropathy,gastro-resistant capsule,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 60mg gastro-resistant capsules (zentiva),oral,2
74774,12mg/1ml,,,,oral suspension,other antidepressant drugs/treatment of diabetic nephropathy and neuropathy,duloxetine hydrochloride,duloxetine 60mg/5ml oral suspension,oral,2
16969,20mg,,,,gastro-resistant capsule,urinary incontinence,duloxetine hydrochloride,yentreve 20mg gastro-resistant capsules (eli lilly and company ltd),oral,2
14803,40mg,,,,gastro-resistant capsule,urinary incontinence,duloxetine hydrochloride,yentreve 40mg gastro-resistant capsules (eli lilly and company ltd),oral,2
3842,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,doxepin hydrochloride,doxepin 10mg capsules,oral,3
3554,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,doxepin hydrochloride,doxepin 25mg capsules,oral,3
40777,25mg/5ml,25mg/5ml,Oral,Tricyclic And Related Antidepressant Drugs,oral suspension,tricyclic and related antidepressant drugs,doxepin hydrochloride,doxepin 25mg/5ml oral suspension,oral,3
5073,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,doxepin hydrochloride,doxepin 50mg capsules,oral,3
73363,10mg/1ml,,,,oral solution,tricyclic and related antidepressant drugs,doxepin hydrochloride,doxepin 50mg/5ml oral solution,oral,3
81337,10mg/1ml,,,,oral suspension,tricyclic and related antidepressants,doxepin hydrochloride,doxepin 50mg/5ml oral suspension,oral,3
7059,75mg,75mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,doxepin hydrochloride,doxepin 75mg capsules,oral,3
35258,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,doxepin hydrochloride,sinepin 25mg capsules (marlborough pharmaceuticals ltd),oral,3
35493,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,doxepin hydrochloride,sinepin 50mg capsules (marlborough pharmaceuticals ltd),oral,3
10413,10mg,10mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,doxepin hydrochloride,sinequan 10mg capsules (pfizer ltd),oral,3
12129,25mg,25mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,doxepin hydrochloride,sinequan 25mg capsules (pfizer ltd),oral,3
12125,50mg,50mg,Oral,Tricyclic And Related Antidepressant Drugs,capsule,tricyclic and related antidepressant drugs,doxepin hydrochloride,sinequan 50mg capsules (pfizer ltd),oral,3
